Car_Name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,Engine (CC)
Maruti,2015,335000,30000,Petrol,Individual,Manual,First Owner,5,998
Volkswagen,2012,229999,70000,Diesel,Individual,Manual,Fourth & Above Owner,5,1199
Hyundai,2017,731000,40000,Diesel,Individual,Manual,First Owner,5,1396
Hyundai,2012,395000,120000,Diesel,Individual,Manual,First Owner,5,1582
Hyundai,2014,220000,50000,Petrol,Individual,Manual,Third Owner,5,814
Ford,2013,240000,100000,Diesel,Individual,Manual,First Owner,5,1399
Hyundai,2010,215000,120000,Diesel,Individual,Manual,Third Owner,5,1396
Maruti,2012,400000,90000,Diesel,Individual,Manual,Second Owner,5,1248
Tata,2015,250000,20000,Petrol,Individual,Automatic,First Owner,4,624
Hyundai,2019,850000,10000,Diesel,Individual,Manual,First Owner,5,1396
Maruti,2012,250000,90000,Petrol,Individual,Manual,First Owner,5,998
Hyundai,2016,651000,42323,Diesel,Dealer,Manual,First Owner,5,1396
Maruti,2018,480000,20375,Petrol,Dealer,Manual,First Owner,5,1197
Mahindra,2015,445000,40200,Diesel,Dealer,Manual,First Owner,7,1498
Maruti,2014,560000,90000,Diesel,Individual,Manual,First Owner,7,1248
Ford,2013,475000,48000,Diesel,Dealer,Manual,Second Owner,5,1498
Maruti,2017,520000,28832,Diesel,Dealer,Manual,First Owner,5,1248
Hyundai,2009,229999,50000,Petrol,Individual,Manual,Second Owner,5,1086
Maruti,2011,250000,60000,Diesel,Individual,Manual,Second Owner,5,1248
Ford,2010,144000,50000,Diesel,Individual,Manual,Second Owner,5,1399
Chevrolet,2014,260000,38000,Diesel,Individual,Manual,First Owner,5,1248
Toyota,2015,475000,120000,Diesel,Individual,Manual,First Owner,5,1364
Ford,2011,302000,103000,Diesel,Individual,Manual,Third Owner,5,1399
Maruti,2015,700000,50000,Diesel,Individual,Manual,First Owner,7,1248
Tata,2017,869999,70000,Diesel,Individual,Manual,First Owner,5,1497
Hyundai,2018,850000,60000,Diesel,Individual,Manual,First Owner,5,1396
Maruti,2006,160000,90000,Petrol,Individual,Manual,First Owner,5,796
Hyundai,2015,310000,50000,Petrol,Individual,Manual,First Owner,5,1086
Maruti,2015,405000,68000,Petrol,Individual,Manual,Second Owner,5,1197
Hyundai,2007,135000,100000,Petrol,Individual,Manual,Second Owner,5,1086
Maruti,2018,400000,17500,Petrol,Individual,Manual,First Owner,5,998
Maruti,2016,350000,25000,Petrol,Individual,Manual,First Owner,5,998
Maruti,2012,185000,60000,Petrol,Individual,Manual,Second Owner,5,796
Volkswagen,2013,550000,38000,Diesel,Individual,Manual,First Owner,5,1199
Honda,2016,900000,92000,Diesel,Individual,Manual,First Owner,7,1498
Maruti,2018,625000,10000,Petrol,Individual,Manual,First Owner,5,1197
Hyundai,2012,290000,100000,Diesel,Individual,Manual,Second Owner,5,1396
Maruti,2015,280000,28000,Petrol,Individual,Manual,Second Owner,5,796
Renault,2017,650000,120000,Diesel,Individual,Manual,First Owner,5,1461
Maruti,2014,650000,50000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2015,650000,26000,Petrol,Individual,Manual,First Owner,5,1373
Maruti,2019,700000,20000,Petrol,Individual,Automatic,First Owner,5,1197
Renault,2016,515000,40000,Diesel,Individual,Manual,First Owner,5,1461
Maruti,2020,630000,5000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2016,300000,40000,Petrol,Individual,Manual,First Owner,5,796
Maruti,2005,90000,100000,Petrol,Individual,Manual,Fourth & Above Owner,5,796
Hyundai,2019,550000,4701,Petrol,Trustmark Dealer,Manual,First Owner,5,1197
Maruti,2016,600000,6757,Petrol,Trustmark Dealer,Manual,First Owner,5,1197
Maruti,2014,200000,43381,Petrol,Dealer,Manual,Second Owner,5,796
Maruti,2014,425000,50000,Diesel,Individual,Manual,Second Owner,5,1248
Maruti,2018,575000,20000,Petrol,Individual,Manual,First Owner,5,1197
Ford,2015,600000,63000,Diesel,Individual,Manual,First Owner,5,1498
Renault,2018,350000,30000,Petrol,Individual,Manual,First Owner,5,999
Maruti,2017,400000,12700,Petrol,Individual,Manual,First Owner,5,998
Tata,2018,700000,35000,Diesel,Individual,Manual,First Owner,5,1497
Hyundai,2008,165000,90000,Petrol,Individual,Manual,First Owner,5,1086
Maruti,2005,180000,49455,Petrol,Individual,Manual,First Owner,5,796
Hyundai,2016,220000,100000,Petrol,Individual,Manual,First Owner,5,814
Tata,2013,120000,120000,Diesel,Individual,Manual,First Owner,5,1248
Chevrolet,2013,420000,46815,Diesel,Individual,Manual,Second Owner,5,1248
Hyundai,2015,250000,80000,Petrol,Individual,Manual,First Owner,5,814
Maruti,2013,385000,100000,Diesel,Individual,Manual,Third Owner,7,1248
Maruti,2014,318000,80000,Petrol,Individual,Manual,First Owner,5,998
Hyundai,2018,480000,40000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2015,330000,70000,Petrol,Individual,Manual,Third Owner,5,998
Maruti,2014,250000,40000,Petrol,Individual,Manual,First Owner,5,796
Hyundai,2016,650000,30000,Diesel,Individual,Manual,First Owner,5,1396
Ford,2011,200000,80000,Diesel,Individual,Manual,Second Owner,5,1399
Honda,2008,250000,60000,Petrol,Individual,Automatic,Third Owner,5,1339
Maruti,2018,560000,20000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2016,500000,30000,Petrol,Individual,Manual,First Owner,5,1197
Hyundai,2013,420000,69000,Diesel,Individual,Manual,Third Owner,5,1582
Maruti,2015,434999,25000,Petrol,Individual,Manual,Second Owner,5,1197
Hyundai,2020,675000,5000,Petrol,Individual,Automatic,First Owner,5,1197
Hyundai,2009,170000,90000,Petrol,Individual,Manual,Second Owner,5,1197
Hyundai,2017,1250000,90000,Diesel,Individual,Manual,First Owner,5,1582
Maruti,2011,270000,89000,Diesel,Individual,Manual,Second Owner,5,1248
Maruti,2013,480000,80000,Diesel,Individual,Manual,First Owner,5,1248
Hyundai,2016,700000,40000,Diesel,Individual,Manual,First Owner,5,1396
Maruti,2015,650000,110000,Diesel,Individual,Manual,Third Owner,7,1248
Hyundai,2015,1300000,48000,Diesel,Individual,Manual,Second Owner,5,1582
Volkswagen,2016,1000000,60000,Diesel,Individual,Automatic,First Owner,5,1498
Hyundai,2012,170000,40000,Petrol,Individual,Manual,First Owner,5,814
Maruti,2016,260000,65000,Petrol,Individual,Manual,Second Owner,5,796
Toyota,2014,400000,120000,Diesel,Individual,Manual,Second Owner,5,1364
Tata,2017,830000,35000,Diesel,Individual,Manual,First Owner,5,1497
Ford,2017,850000,60000,Diesel,Individual,Manual,First Owner,5,1498
Maruti,2017,650000,70000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2019,525000,20000,Petrol,Individual,Automatic,First Owner,5,1197
Hyundai,2015,600000,108000,Diesel,Individual,Manual,First Owner,5,1396
Maruti,2019,500000,15000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2015,409999,18500,Petrol,Individual,Manual,First Owner,5,998
Hyundai,2011,475000,80000,Diesel,Individual,Manual,First Owner,5,1582
Hyundai,2013,190000,70000,Petrol,Individual,Manual,First Owner,5,814
Ford,2011,225000,70000,Diesel,Individual,Manual,First Owner,5,1399
Hyundai,2011,350000,90000,Diesel,Individual,Manual,Third Owner,5,1396
Maruti,2014,240000,50000,Petrol,Individual,Manual,First Owner,5,796
Maruti,2012,80000,120000,Petrol,Individual,Manual,Second Owner,8,796
Tata,2019,650000,15000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2011,210000,35000,Petrol,Individual,Manual,Second Owner,5,998
Maruti,2008,110000,80000,Petrol,Individual,Manual,Second Owner,5,796
Tata,2017,665000,25000,Diesel,Individual,Manual,First Owner,5,1497
Volkswagen,2017,555000,52000,Diesel,Individual,Manual,First Owner,5,1498
Volkswagen,2017,560000,52000,Diesel,Individual,Manual,First Owner,5,1498
Hyundai,2011,350000,116500,Diesel,Individual,Manual,First Owner,5,1396
Hyundai,2019,525000,100000,Petrol,Individual,Manual,First Owner,5,1197
Toyota,2016,570000,145000,Diesel,Individual,Manual,Second Owner,5,1364
Ford,2011,225000,90000,Diesel,Individual,Manual,Second Owner,5,1399
Hyundai,2019,590000,90000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2013,520000,58000,Diesel,Individual,Manual,First Owner,5,1248
Hyundai,2013,200000,40000,Petrol,Individual,Manual,First Owner,5,814
Maruti,2014,325000,90000,Diesel,Individual,Manual,Second Owner,5,1248
Maruti,2015,350000,50000,Petrol,Individual,Manual,Second Owner,5,998
Hyundai,2011,440000,80000,Diesel,Individual,Manual,Third Owner,5,1582
Hyundai,2011,320000,70000,Diesel,Individual,Manual,Second Owner,5,1396
Ford,2014,350000,113226,Diesel,Dealer,Manual,First Owner,5,1399
Ford,2013,310000,90000,Diesel,Individual,Manual,Second Owner,5,1399
Renault,2014,560000,132000,Diesel,Individual,Manual,Second Owner,5,1461
Maruti,2013,470000,120000,Diesel,Individual,Manual,Third Owner,5,1248
Maruti,2018,550000,5000,Petrol,Individual,Manual,First Owner,5,1197
Hyundai,2015,899000,80000,Diesel,Individual,Manual,Second Owner,5,1582
Maruti,2017,500000,43000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2015,220000,40000,Petrol,Individual,Manual,Second Owner,5,796
Maruti,2011,170000,70000,Petrol,Individual,Manual,Third Owner,5,796
Maruti,2016,465000,20000,Petrol,Individual,Manual,First Owner,5,998
Maruti,2012,260000,16830,Petrol,Individual,Manual,First Owner,5,998
Renault,2017,325000,38000,Petrol,Individual,Manual,First Owner,5,999
Hyundai,2016,340000,30000,Petrol,Individual,Manual,First Owner,5,814
Tata,2012,259000,35000,Diesel,Individual,Manual,First Owner,5,1396
Tata,2010,210000,120000,Diesel,Individual,Manual,First Owner,5,1248
Tata,2012,220000,90000,Diesel,Individual,Manual,First Owner,5,1396
Tata,2012,246000,35000,Diesel,Individual,Manual,Second Owner,5,1396
Hyundai,2018,1050000,70000,Diesel,Individual,Manual,First Owner,5,1396
Maruti,2016,550000,20000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2018,430000,16589,Petrol,Trustmark Dealer,Manual,First Owner,5,998
Maruti,2017,570000,25272,Petrol,Trustmark Dealer,Manual,First Owner,5,1197
Renault,2018,1250000,12000,Diesel,Individual,Manual,First Owner,5,1461
Hyundai,2017,750000,40000,Diesel,Individual,Manual,Second Owner,5,1396
Maruti,2004,118000,60000,Petrol,Individual,Manual,Second Owner,5,796
Renault,2013,585000,80000,Diesel,Individual,Manual,Second Owner,5,1461
Maruti,2006,120000,120000,Petrol,Individual,Manual,Fourth & Above Owner,5,796
Maruti,2006,150000,100000,Petrol,Individual,Manual,Second Owner,5,796
Maruti,2009,150000,70000,Petrol,Individual,Manual,Fourth & Above Owner,5,796
Maruti,2013,599000,60000,Diesel,Individual,Manual,Second Owner,7,1248
Maruti,2016,570000,90000,Petrol,Individual,Manual,First Owner,5,1197
Volkswagen,2013,440000,75000,Diesel,Individual,Manual,Second Owner,5,1199
Renault,2018,409999,35000,Petrol,Individual,Manual,First Owner,5,999
Tata,2011,200000,84321,Diesel,Individual,Manual,First Owner,5,1396
Hyundai,2008,215000,70000,Petrol,Individual,Manual,Second Owner,5,1197
Maruti,2015,515000,45000,Petrol,Individual,Manual,Second Owner,5,1197
Hyundai,2017,300000,60000,Petrol,Individual,Manual,First Owner,5,998
Ford,2012,250000,40000,Diesel,Individual,Manual,First Owner,5,1399
Hyundai,2011,210000,110000,Petrol,Individual,Manual,Second Owner,5,1086
Maruti,2007,130000,88700,Petrol,Individual,Manual,Third Owner,5,796
Maruti,2016,310000,15000,Petrol,Individual,Manual,First Owner,5,796
Mahindra,2012,200000,80000,Diesel,Individual,Manual,Second Owner,5,1461
Hyundai,2018,444000,15000,Petrol,Individual,Manual,First Owner,5,814
Mahindra,2011,225000,57000,Diesel,Individual,Manual,Second Owner,5,1461
Maruti,2010,150000,120000,Petrol,Individual,Manual,Second Owner,5,796
Maruti,2014,110000,50000,Petrol,Individual,Manual,Second Owner,5,796
Maruti,2012,225000,40000,Petrol,Individual,Manual,First Owner,5,796
Maruti,2014,650000,90000,Diesel,Individual,Manual,First Owner,7,1248
Ford,2011,220000,100000,Diesel,Individual,Manual,First Owner,5,1399
Volkswagen,2017,625000,34000,Diesel,Individual,Automatic,First Owner,5,1498
Maruti,2018,475000,30000,Petrol,Individual,Manual,First Owner,5,998
Hyundai,2018,540000,7000,Petrol,Dealer,Manual,First Owner,5,1086
Maruti,2019,484999,4875,Petrol,Dealer,Manual,First Owner,5,998
Tata,2017,919999,26766,Diesel,Dealer,Manual,First Owner,5,1497
Maruti,2017,600000,24522,Petrol,Dealer,Manual,First Owner,5,1197
Renault,2018,330000,30000,Petrol,Individual,Manual,First Owner,5,999
Ford,2012,300000,90000,Diesel,Individual,Manual,First Owner,5,1399
Maruti,2013,625000,160000,Diesel,Individual,Manual,Third Owner,7,1248
Toyota,2017,1594000,5000,Diesel,Individual,Manual,First Owner,5,1364
Ford,2018,950000,27620,Diesel,Dealer,Manual,First Owner,5,1498
Maruti,2017,550000,40000,Petrol,Individual,Automatic,First Owner,5,1197
Hyundai,2009,150000,110000,Petrol,Individual,Manual,Second Owner,5,1197
Hyundai,2016,511000,80000,Diesel,Individual,Manual,First Owner,5,1396
Maruti,2020,420000,25000,Petrol,Individual,Manual,First Owner,5,998
Maruti,2014,180000,55000,Petrol,Individual,Manual,First Owner,5,796
Maruti,2013,525000,100000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2013,550000,100000,Diesel,Individual,Manual,First Owner,5,1248
Hyundai,2012,400000,138000,Diesel,Individual,Manual,First Owner,5,1582
Maruti,2016,245000,50000,Petrol,Individual,Manual,First Owner,5,796
Tata,2013,260000,189000,Diesel,Individual,Manual,First Owner,5,1248
Volkswagen,2014,411000,90000,Diesel,Individual,Automatic,Second Owner,5,1498
Hyundai,2014,450000,56000,Diesel,Individual,Manual,First Owner,5,1396
Maruti,2016,351000,60000,Petrol,Individual,Manual,First Owner,5,998
Maruti,2013,200000,90000,Petrol,Individual,Manual,First Owner,5,796
Hyundai,2017,350000,20000,Petrol,Individual,Manual,Second Owner,5,814
Maruti,2019,500000,15000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2012,254999,30000,Petrol,Individual,Manual,First Owner,5,796
Maruti,2011,180000,60000,Petrol,Individual,Manual,First Owner,5,796
Maruti,2015,270000,49900,Petrol,Individual,Manual,Second Owner,5,796
Tata,2012,310000,86000,Diesel,Individual,Manual,First Owner,5,1248
Hyundai,2011,180000,35000,Petrol,Individual,Manual,First Owner,5,814
Maruti,2015,550000,50000,Petrol,Individual,Manual,First Owner,5,1197
Hyundai,2015,900000,145000,Diesel,Individual,Manual,First Owner,5,1582
Maruti,2016,475000,110000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2016,390000,80000,Petrol,Individual,Manual,First Owner,5,998
Maruti,2010,170000,75000,Petrol,Individual,Manual,Second Owner,5,796
Hyundai,2012,195000,80000,Petrol,Individual,Manual,Second Owner,5,814
Renault,2015,484999,75000,Diesel,Dealer,Manual,First Owner,5,1461
Maruti,2018,650000,22000,Petrol,Individual,Manual,Second Owner,5,1462
Volkswagen,2013,350000,80000,Diesel,Individual,Manual,First Owner,5,1199
Ford,2016,650000,50000,Diesel,Individual,Manual,First Owner,5,1498
Hyundai,2015,822000,60000,Diesel,Individual,Manual,First Owner,5,1582
Maruti,2012,330000,50000,Diesel,Individual,Manual,Second Owner,5,1248
Maruti,2014,300000,74537,Petrol,Individual,Manual,Second Owner,5,998
Maruti,2019,500000,11000,Petrol,Individual,Manual,First Owner,5,998
Tata,2016,360000,110000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2012,252000,48000,Petrol,Individual,Manual,First Owner,5,998
Maruti,2012,280000,70000,Diesel,Individual,Manual,Second Owner,5,1248
Maruti,2018,509999,70000,Petrol,Individual,Manual,Second Owner,5,1197
Maruti,2011,235000,100000,Diesel,Individual,Manual,Second Owner,5,1248
Hyundai,2010,131000,80000,Petrol,Individual,Manual,Third Owner,5,1086
Maruti,2013,200000,50000,Petrol,Individual,Manual,First Owner,5,796
Maruti,2012,380000,70000,Diesel,Individual,Manual,Third Owner,5,1248
Maruti,2008,128000,19000,Petrol,Individual,Manual,First Owner,5,796
Maruti,2016,400000,25000,Petrol,Individual,Manual,First Owner,5,998
Maruti,2012,200000,29500,Petrol,Individual,Manual,First Owner,5,998
Maruti,2016,300000,50000,Petrol,Individual,Manual,Second Owner,5,796
Maruti,2012,220000,100000,Petrol,Individual,Manual,First Owner,5,796
Hyundai,2016,595000,60000,Diesel,Individual,Manual,Second Owner,5,1396
Maruti,2017,530000,30000,Petrol,Individual,Manual,Second Owner,5,1197
Hyundai,2018,325000,10000,Petrol,Individual,Manual,First Owner,5,814
Maruti,2018,550000,10000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2018,720000,25000,Petrol,Individual,Manual,First Owner,5,1373
Maruti,2013,350000,60000,Diesel,Individual,Manual,First Owner,5,1248
Tata,2018,790000,60000,Diesel,Individual,Manual,First Owner,5,1497
Mahindra,2019,950000,17000,Diesel,Individual,Manual,First Owner,5,1497
Maruti,2017,400000,50000,Petrol,Individual,Manual,First Owner,5,998
Mahindra,2012,260000,110000,Diesel,Individual,Manual,First Owner,5,1461
Tata,2012,200000,90000,Diesel,Individual,Manual,First Owner,5,1396
Maruti,2020,580000,70000,Petrol,Individual,Manual,First Owner,5,1197
Volkswagen,2011,330000,66000,Diesel,Individual,Manual,Second Owner,5,1598
Mahindra,2014,250000,50000,Diesel,Individual,Manual,Second Owner,5,1461
Maruti,2013,300000,70000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2015,280000,80000,Petrol,Individual,Manual,First Owner,5,796
Maruti,2018,550000,24400,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2011,130000,100000,Petrol,Individual,Manual,Second Owner,5,796
Ford,2013,229999,70000,Diesel,Individual,Manual,First Owner,5,1399
Maruti,2016,225000,35000,Petrol,Individual,Manual,Second Owner,5,796
Maruti,2017,420000,30000,Petrol,Individual,Manual,First Owner,5,998
Maruti,2010,130000,120000,Petrol,Individual,Manual,Third Owner,8,796
Maruti,2006,120000,30000,Petrol,Individual,Manual,Second Owner,5,796
Maruti,2019,577000,3000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2012,229999,50000,Petrol,Individual,Manual,First Owner,5,998
Volkswagen,2017,900000,74000,Diesel,Individual,Manual,First Owner,5,1498
Hyundai,2016,250000,110000,Petrol,Individual,Manual,First Owner,5,814
Volkswagen,2016,550000,70000,Diesel,Individual,Manual,First Owner,5,1498
Maruti,2019,490000,10000,Petrol,Individual,Manual,First Owner,5,1197
Hyundai,2009,150000,80000,Petrol,Individual,Manual,Second Owner,5,1197
Maruti,2013,600000,184000,Diesel,Individual,Manual,First Owner,7,1248
Maruti,2013,525000,69000,Diesel,Individual,Manual,Second Owner,5,1248
Hyundai,2017,300000,8000,Petrol,Individual,Manual,First Owner,5,814
Maruti,2020,250000,120000,Petrol,Individual,Manual,Second Owner,5,998
Maruti,2016,350000,70000,Petrol,Individual,Manual,First Owner,5,998
Maruti,2007,135000,57000,Petrol,Individual,Manual,First Owner,5,796
Hyundai,2018,946000,60000,Diesel,Individual,Manual,First Owner,5,1396
Tata,2011,215000,70000,Diesel,Individual,Manual,First Owner,5,1396
Hyundai,2008,220000,35000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2011,195000,46000,Petrol,Individual,Manual,Second Owner,5,796
Maruti,2010,125000,80000,Petrol,Individual,Manual,Fourth & Above Owner,5,796
Maruti,2015,275000,16700,Petrol,Individual,Manual,First Owner,5,796
Maruti,2015,600000,7967,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2018,720000,20000,Petrol,Individual,Manual,First Owner,5,1197
Hyundai,2011,225000,50000,Petrol,Individual,Manual,First Owner,5,1086
Hyundai,2013,550000,50000,Diesel,Individual,Manual,First Owner,5,1396
Maruti,2019,610000,5000,Petrol,Individual,Manual,First Owner,5,1197
Ford,2016,515000,68609,Diesel,Dealer,Manual,First Owner,5,1498
Ford,2018,925000,33360,Diesel,Dealer,Manual,First Owner,5,1498
Ford,2012,225000,87237,Diesel,Dealer,Manual,Second Owner,5,1399
Maruti,2017,600000,26634,Petrol,Dealer,Automatic,First Owner,5,1197
Renault,2015,600000,67303,Diesel,Dealer,Manual,First Owner,5,1461
Maruti,2012,265000,130376,Diesel,Dealer,Manual,Second Owner,5,1248
Maruti,2013,525000,110000,Diesel,Individual,Manual,First Owner,5,1248
Tata,2017,550000,30000,Petrol,Individual,Manual,First Owner,5,1199
Hyundai,2010,200000,70000,Petrol,Individual,Manual,Second Owner,5,1086
Hyundai,2014,200000,60000,Petrol,Individual,Manual,Second Owner,5,814
Hyundai,2010,210000,94000,Petrol,Individual,Manual,Second Owner,5,1197
Tata,2019,660000,35000,Diesel,Individual,Manual,First Owner,5,1248
Hyundai,2012,450000,60000,Diesel,Individual,Manual,Third Owner,5,1582
Hyundai,2015,978999,90000,Diesel,Individual,Manual,First Owner,5,1582
Ford,2012,280000,60000,Diesel,Individual,Manual,Second Owner,5,1498
Maruti,2013,170000,60000,Petrol,Individual,Manual,Fourth & Above Owner,5,796
Maruti,2019,630000,4000,Petrol,Individual,Manual,First Owner,5,1197
Hyundai,2011,250000,50000,Petrol,Individual,Manual,First Owner,5,1197
Hyundai,2009,180000,70000,Petrol,Individual,Manual,Second Owner,5,1197
Hyundai,2014,348000,23000,Petrol,Individual,Manual,Second Owner,5,1197
Maruti,2014,196000,60000,Petrol,Individual,Manual,Second Owner,5,796
Maruti,2015,600000,90000,Diesel,Individual,Manual,Third Owner,7,1248
Maruti,2007,120000,53512,Petrol,Dealer,Manual,Second Owner,5,796
Renault,2017,265000,90000,Petrol,Individual,Manual,First Owner,5,999
Maruti,2007,130000,78000,Petrol,Individual,Manual,First Owner,5,796
Hyundai,2010,180000,70000,Petrol,Individual,Manual,Second Owner,5,1197
Maruti,2010,160000,48000,Petrol,Individual,Manual,Second Owner,5,796
Renault,2014,480000,80000,Diesel,Individual,Manual,First Owner,5,1461
Maruti,2013,320000,100000,Diesel,Individual,Manual,Third Owner,5,1248
Maruti,2013,370000,96000,Diesel,Individual,Manual,Second Owner,5,1248
Maruti,2016,400000,60000,Diesel,Individual,Manual,Third Owner,5,1248
Maruti,2014,325000,48000,Petrol,Individual,Manual,First Owner,5,998
Maruti,2012,200000,70000,Petrol,Individual,Manual,Second Owner,5,998
Maruti,2008,100000,70000,Petrol,Individual,Manual,Third Owner,5,796
Maruti,2006,85000,150000,Petrol,Individual,Manual,Second Owner,5,796
Hyundai,2014,580000,56000,Diesel,Individual,Manual,First Owner,5,1582
Ford,2010,200000,120000,Diesel,Individual,Manual,First Owner,5,1399
Maruti,2012,520000,73000,Diesel,Individual,Manual,First Owner,7,1248
Renault,2018,380000,5000,Petrol,Individual,Manual,First Owner,5,999
Renault,2013,490000,95000,Diesel,Individual,Manual,First Owner,5,1461
Hyundai,2015,229999,34000,Petrol,Individual,Manual,Second Owner,5,814
Maruti,2019,362000,120000,CNG,Individual,Manual,Second Owner,5,1196
Toyota,2014,550000,31000,Diesel,Individual,Manual,First Owner,5,1364
Hyundai,2019,499000,5000,Petrol,Individual,Automatic,First Owner,5,1086
Toyota,2012,278000,120000,Diesel,Individual,Manual,Second Owner,5,1364
Renault,2013,580000,67000,Diesel,Individual,Manual,Second Owner,5,1461
Hyundai,2018,490000,7000,Petrol,Individual,Manual,First Owner,5,1086
Maruti,2012,320000,120000,Diesel,Individual,Manual,Second Owner,5,1248
Maruti,2013,320000,120000,Diesel,Individual,Manual,First Owner,5,1248
Toyota,2012,600000,85000,Diesel,Individual,Manual,First Owner,5,1364
Maruti,2012,275000,50000,Petrol,Individual,Manual,First Owner,5,998
Maruti,2009,170000,59000,Petrol,Individual,Manual,Second Owner,5,796
Renault,2015,620000,140000,Diesel,Individual,Manual,Second Owner,5,1461
Toyota,2015,550000,40000,Diesel,Individual,Manual,First Owner,5,1364
Hyundai,2011,400000,100000,Diesel,Individual,Manual,Second Owner,5,1582
Tata,2012,300000,110000,Diesel,Individual,Manual,Second Owner,5,1248
Maruti,2011,190000,92500,Petrol,Individual,Manual,Second Owner,5,998
Maruti,2018,650000,35000,Petrol,Individual,Manual,First Owner,5,1197
Hyundai,2015,869999,120000,Diesel,Individual,Manual,First Owner,5,1582
Chevrolet,2013,200000,70000,Diesel,Individual,Manual,First Owner,5,1248
Volkswagen,2018,650000,53000,Diesel,Individual,Manual,First Owner,5,1498
Hyundai,2018,330000,70000,Petrol,Individual,Manual,First Owner,5,998
Hyundai,2019,399000,4000,Petrol,Individual,Manual,First Owner,5,1086
Hyundai,2012,250000,103000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2013,375000,77000,Diesel,Individual,Manual,First Owner,5,1248
Volkswagen,2012,375000,90000,Diesel,Individual,Manual,First Owner,5,1598
Hyundai,2013,445000,87185,Diesel,Individual,Manual,Second Owner,5,1582
Hyundai,2016,611000,77000,Diesel,Individual,Manual,First Owner,5,1396
Hyundai,2012,390000,100000,Diesel,Individual,Manual,Second Owner,5,1582
Toyota,2015,500000,125000,Diesel,Individual,Manual,First Owner,5,1364
Maruti,2013,185000,80000,Petrol,Individual,Manual,Second Owner,5,796
Maruti,2018,550000,30000,Petrol,Individual,Manual,First Owner,5,1197
Tata,2010,320000,42000,Diesel,Individual,Manual,First Owner,5,1396
Maruti,2016,350000,17000,Petrol,Individual,Automatic,First Owner,5,998
Maruti,2018,500000,40000,Petrol,Individual,Automatic,First Owner,5,1197
Maruti,2012,350000,70000,Diesel,Individual,Manual,Second Owner,5,1248
Hyundai,2019,1050000,27000,Diesel,Individual,Manual,First Owner,5,1396
Maruti,2014,490000,50000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2013,190000,60000,Petrol,Individual,Manual,Second Owner,5,796
Maruti,2016,270000,60000,Petrol,Individual,Manual,Second Owner,5,796
Hyundai,2008,170000,70000,Petrol,Individual,Manual,Third Owner,5,1086
Maruti,2018,764000,25000,Petrol,Individual,Manual,First Owner,5,1373
Hyundai,2017,280000,31000,Petrol,Individual,Manual,Second Owner,5,814
Volkswagen,2011,350000,110000,Diesel,Individual,Manual,Second Owner,5,1598
Maruti,2017,570000,35000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2014,185000,10300,Petrol,Individual,Manual,First Owner,5,796
Maruti,2019,760000,3000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2018,700000,13000,Petrol,Individual,Manual,First Owner,5,1197
Maruti,2016,220000,40000,Petrol,Individual,Manual,First Owner,5,796
Hyundai,2017,650000,80000,Diesel,Individual,Manual,First Owner,5,1396
Maruti,2017,380000,30000,CNG,Individual,Manual,First Owner,5,1196
Toyota,2012,415000,125000,Diesel,Individual,Manual,Second Owner,5,1364
Hyundai,2012,225000,110000,Petrol,Individual,Manual,First Owner,5,1086
Maruti,2013,600000,30000,Diesel,Individual,Manual,Second Owner,7,1248
Maruti,2014,620000,148000,Diesel,Individual,Manual,Second Owner,7,1248
Tata,2014,280000,60000,Diesel,Individual,Manual,Second Owner,5,1248
Maruti,2012,370000,60000,Diesel,Individual,Manual,First Owner,5,1248
Maruti,2020,550000,15000,Petrol,Individual,Manual,First Owner,5,1197
Hyundai,2017,385000,42000,Petrol,Individual,Manual,Second Owner,5,1086
Maruti,2013,650000,170000,Diesel,Individual,Manual,Third Owner,7,1248
Maruti,2012,180000,80000,Petrol,Individual,Manual,First Owner,5,796
Hyundai,2013,200000,57000,Petrol,Individual,Manual,First Owner,5,814
Hyundai,2014,300000,100000,Petrol,Individual,Manual,First Owner,5,1086
